source,text,Data Bersih,sentiment_score,sentiment_label
YouTube,Bedanya standard dan premium apa om?,beda standard premium om,0,Netral
YouTube,Nama resto nya apa ini Om?,nama resto nya om,0,Netral
YouTube,absolutely wonderful price......!!!!,absolutely wonderful price,0,Netral
YouTube,Hemm...  Bang fitria kah yang akan menentukan standard harga mobil?? Produsen mobil punya cara bagaimana cara menurunkan biaya produksi. Jangan wawasannya standard produksi mobil2 jaman kemaren2 untuk tolak ukurnya.,hemm bang fitria kah tentu standard harga mobil produsen mobil turun biaya produksi wawas standard produksi mobil jaman kemaren tolak ukur,1,Positif
YouTube,Nanti lawan nya atto 2,lawan nya atto,1,Positif
YouTube,"Om @FitraEri,. Maaf saya mau nanya,. Apakah bisa mobil non doubel glass, di modifikasi menjadi double Glass..? Mohon pencerahannya Om. Terimakasih",om maaf nanya mobil non doubel glass modifikasi double glass mohon cerah om terimakasih,11,Positif
YouTube,Coba dibuat varian PHEV,coba varian phev,3,Positif
YouTube,untuk 1000 pembeli pertama :D,beli,2,Positif
YouTube,Menurut om gmn? 2 kali worth it kah?,om kali worth it kah,0,Netral
YouTube,"Udah 450 yg premium.
Bisa 299 spk dimana om?😊",udah premium spk mana om,2,Positif
YouTube,"​ @NapoleonBonaparte-y4m seperti nya permainan dealer aja ya Kak, wkwkwk pesen skrg begitu liat video ini, org dealer lgsg auto bilang mohon maaf udah 1000 unit laku, harga normal wkwkwkwk😂😂😂",ym nya main dealer ya kak wkwkwk sen lihat video org dealer lgsg auto bilang mohon maaf udah unit laku harga normal wkwkwkwk,16,Positif
YouTube,"andai headunit bisa landscape juga makin josss, ga terbiasa model portrait begitu",andai headunit landscape jos biasa model portrait,7,Positif
YouTube,Cara po gmna dah.?,po gmna dah,-3,Negatif
YouTube,❤❤❤🎉,,0,Netral
YouTube,"pengen spk, tp di medan bisa ga ya,,",ken spk medan ya,7,Positif
YouTube,Mantap sih kalau harga segini,mantap sih harga gin,8,Positif
YouTube,Blh jd opsi second car,opsi second car,0,Netral
YouTube,"Semoga 5th kedepan,,masih ada",moga th kedepanmasih,1,Positif
YouTube,Nama Restoran di sentul apa ?,nama restoran sentul,-4,Negatif
YouTube,"udh hub sales , d medan 325 untuk premium,,
nunggu di kabari, mudah2an kuota nya masih ada
ktnya tinggal 100 aja,,",hub sales medan premium nunggu kabar mudah kuota nya ktnya tinggal,8,Positif
YouTube,jalan jelek penjualan kendaraan digenjot terus terusan.macet dimana mana.,jalan jelek jual kendara genjot terusanmacet mana,-4,Negatif
YouTube,Anjay atto 1 aj minder ini,anjay atto aj minder,-3,Negatif
YouTube,"Om fitra... ngomong2 kok ga disebutin ini penggerak roda depan, belakang atau 4x4 ya.... yg disampaikan hanya mobil kelas SUV... hehehe😅",om fitra ngomong disebutin gerak roda x ya mobil kelas suv hehehe,-3,Negatif
YouTube,ATTO LELET. BESOK GW KE JAECOO. 5 JT DP ilang gapapalah,atto lelet besok gw jaecoo jt dp ilang gapapalah,-5,Negatif
YouTube,BYD ATTO 1 jadi seperti mahal😂,byd atto mahal,1,Positif
YouTube,"kita tunggu 2 dekade lg, sehebat apa ini jaecoo 😂😂😂",tunggu dekade hebat jaecoo,1,Positif
YouTube,skip mobcin u  beli nanti keluar lg lebih murah lg harganya,skip mobcin u beli murah harga,8,Positif
YouTube,"hmm, berarti harga aslinya emng 200jtan, tinggal nunggu saingannya aja nanti bakal banting harga kayak wuling diskon gede2an !",hmm harga asli emng jtan tinggal nunggu saing banting harga kayak wuling diskon gede,12,Positif
YouTube,bener bang tapi bedanya saya di HP saya terus menggunakan fast charging dan yah HP baru 4bulan batre udah kerasa boro kalo pas awal²masih awet,bener bang beda hp fast charging yah hp batre udah rasa boro pas awal masih awet,6,Positif
YouTube,"Video edukasi yang netral dan benar-benar mengedukasi serta bermanfaat, ga memojokkan mobil bbm ataupun EV .. 

Lanjutkan min🔥👍🏻",video edukasi netral benarbenar edukasi manfaat pojok mobil bbm ev lanjut min,5,Positif
YouTube,"Cuma bisa ketawa setiap channel ini buat konten mobil listrik apalagi liat komen2nya. Teruskan bang!
Ttd: pengguna motor listrik bekas kurir yang udah saya pake selama 4 tahun dan sengaja gak pernah servis bagian mesin dan batrenya. Motornya masih bisa dipake buat pergi pulang ngantor setiap hari",ketawa channel konten mobil listrik lihat komennya terus bang ttd guna motor listrik bekas kurir udah pakai sengaja gak servis mesin batrenya motor dipake pergi pulang ngantor,15,Positif
YouTube,"Untuk kota besar ok lah., kalau di luar kota kecil spklu masih susah",kota ok kota spklu susah,-1,Negatif
YouTube,"bang aku liat mobil listrik pake panel matahari surya 😂, buset. 😅",bang lihat mobil listrik pakai panel matahari surya buset,6,Positif
YouTube,😂😂😂 slamat iduladha bng,slamat iduladha bng,0,Netral
YouTube,Ditunggu perkembangan solid state battery,tunggu kembang solid state battery,4,Positif
YouTube,"Pakai mobil ev kepikiran baterai, pakai mobil ice kepikiran bahlil, ya ngegrab aja bang 😢",pakai mobil ev pikir baterai pakai mobil ice pikir bahlil ya ngegrab bang,5,Positif
YouTube,Halo bang 👍👍👍,halo bang,1,Positif
YouTube,Bg seles itu mobil nya di bagus-bagusin contoh mobil listrik kaya di bg barusan ngomong,bg les mobil nya bagusbagusin contoh mobil listrik kaya bg barusan ngomong,4,Positif
YouTube,"serang terus bos, ev tetep laris koq",serang bos ev tetep laris koq,-1,Negatif
YouTube,"Bahas soal waste energy dari charge ev wall charger, portable sampai spklu bang",bahas waste energy charge ev wall charger portable spklu bang,2,Positif
YouTube,Skrg ga usah pusing om charge aja ada garansi😂,pusing om charge garansi,-4,Negatif
YouTube,Admin masih hidup di zaman batre cas kodok 😂😂😂😂,admin hidup zaman batre cas kodok,0,Netral
YouTube,"Tambah Jo SPKLU Nya,, Biar Makin Jerawat SPKLU Mirip SPBU",jo spklu nya biar jerawat spklu spbu,-2,Negatif
YouTube,1:57 BYD ada 1500 kWh. Di mobil terbarunya,byd kwh mobil baru,1,Positif
YouTube,Butuh waktu untuk membangun infrasukfur,butuh bangun infrasukfur,-5,Negatif
YouTube,"Wakakakakaka, masih pakai hasil 20 tahun lalu buat bikin video. Kalau jaman dulu, baterai single cell, yah wajar fast charging rusak baterai. Sekarang ? Kebanyakan laptop, mobil, beberapa HP, udah menggunakan multi cell. Prinsip charging itu volt charger > volt battery. Ampere mempengaruhi daya input. Jadi contoh nih, mobil mu punya 10 cell. Masing2 cell butuh 5 volt max 2 A. Daya 1 cell butuh max 10 w, total 10 cell butuh max 100 watt. Jadi kalau kamu masukin 50 watt misalnya, gak serta merta batery itu langsung di charger di maximum kemampuannya. Malah cenderung cuman 50% dari maximum yang di mana ini gak panas banget (biasanya ya). Selain itu charger 100 watt, kalau mobil cuman boleh nerima 60 watt, yah yang masuk 60 watt. Memang masih ada masalah panas tadi, kalau charger cuman 0.25 A, pasti panas gak ada, battery umur lebih panjang, tapi berdasar percobaan di HP modern, cuman berkurang (setelah banyak cycle) maks 0-3% dari beda charge fast dan santai2 saja.

Yang mematikan di mobil listrik itu justru bukan fast atau slow, tapi habit charging itu sendiri (ini juga kejadian di HP modern). Battery bakal cepet berkurang kapasitasnya kalau kamu mulai charger dari di bawah 10%. Ideal 20% udah harus charge. Untuk maksimal gimana ? 80-90% untuk pemakaian sehari2. Tapi sekali2 di charge full buat calibrate battery nya.",wakakakakaka pakai hasil bikin video jaman baterai single cell yah wajar fast charging rusak baterai banyak laptop mobil hp udah multi cell prinsip charging volt charger volt battery ampere pengaruh daya input contoh nih mobil mu cell cell butuh volt max a daya cell butuh max total cell butuh max watt masukin watt gak merta batery langsung charger maximum mampu cenderung cuman maximum gak panas banget ya charger watt mobil cuman nerima watt yah masuk watt panas charger cuman a panas gak battery umur dasar coba hp modern cuman kurang cycle maks beda charge fast santai mati mobil listrik fast slow habit charging jadi hp modern battery cepet kurang kapasitas charger ideal udah charge maksimal gimana pakai hari charge full calibrate battery nya,39,Positif
YouTube,"Saya yang tinggal di pusat kota makassar sih tidak ada masalah untuk mencari spklu karena emang melimpah dan banyak pilihan, tetapi jika saya keluar daerah semisal saya ke kampung saya ke kab.soppeng ataupun di kabupaten sebelahnya itu yang sangat sulit di temukan",tinggal pusat kota makassar sih cari spklu emang limpah pilih daerah kampung kabsoppeng kabupaten belah sulit temu,-4,Negatif
YouTube,Channel ini buzzer mobil ICE ya? Pertamax mahal bang,channel buzzer mobil ice ya pertamax mahal bang,6,Positif
YouTube,"fast charging memang sebaik nya di gunakan saat urgent aja, krn fast charging bikin panas berlebih dan bikin umur batrai berkurang",fast charging nya urgent fast charging bikin panas lebih bikin umur batrai kurang,6,Positif
YouTube, @Wildaaaannnnnnnn kan batre ev murah bs diganti persel katanya,batre ev murah ganti sel,6,Positif
YouTube,"masa sih hp saya uda setahun pemakaian masih awet2 aja, bedanya hp dan mobil charger bawaan hp uda sinkron antara chargernya dgn hp kecepatannya fluktuatif di setiap fase persentase jadi temperatur batere terkontrol beda dengan SPKLU yg merupakan charger general",sih hp uda tahun pakai awet beda hp mobil charger bawa hp uda sinkron chargernya hp cepat fluktuatif fase persentase temperatur batere kontrol beda spklu charger general,6,Positif
YouTube,Batrai hp dengan litium ion . Sedangkan mobil dengan LFP,batrai hp litium ion mobil lfp,1,Positif
YouTube,​ @bagasn1945 iyh bang meskipun beda batre tapi bener kayak nya kalo sering gunain fast charging umur batre jadi pendek,iyh bang beda batre bener kayak nya gunain fast charging umur batre pendek,3,Positif
YouTube,"Itu gara2 habit pemakaian mu + charging kali. Baterai lithium, bakal cepet rusak kalau kamu charge dari di bawah 10%. Ideal 20% langsung harus charger sampai maksimal 80%. Ada percobaan yang cycle charger, kalau dari 0% terus menerus ke 100% itu berkurang 15% lebih. Tapi kalau 20% ke 100% cuman berkurang 6% gak ngaruh charger lambat atau cepat.",gara habit pakai mu charging kali baterai lithium cepet rusak charge ideal langsung charger maksimal coba cycle charger terus kurang cuman kurang gak ngaruh charger lambat cepat,7,Positif
YouTube,​ @eternalinsignia ya bisa jadi begitu tapi sama kan bang kalo keseringan pake fast charging di HP juga ke batre ngaruh y,ya bang sering pakai fast charging hp batre ngaruh y,7,Positif
YouTube, @eternalinsignia ya gini emgnya orang pake kendaraan mikir kaya gitu? Ev ngecas pake waktu kadang antri kadang susah ya mikir habitnya pasti 100% tukang komen enteng beli mobil kek beli hp,ya gin emgnya orang pakai kendara mikir kaya gitu ev ngecas pakai kadang antri kadang susah ya mikir habitnya tukang komen enteng beli mobil kek beli hp,24,Positif
YouTube,"ini hp 1.5 tahun fast charging tiap hari masih di 88%.
cara charginglu salah kali, panas tetpe dicolok, coba taruh lantai",hp fast charging charginglu salah kali panas tetpe colok coba taruh lantai,8,Positif
YouTube," @seoldumb nih buat org yg memang perfect waktu luang bnyk hp itu dijagain dinormal pengecasan 20-80% jaga baterai healt tp kalo mobil kan pikiran orang itu 100% buat jangka waktu maksimal, ngecas juga pake waktu apa lagi kalo siSPKLU kalo ngecas nanggung buang2 waktu jadi disikapi yg berbeda, sesehat2nya baterai ttp jangka umur, semua pake jangka umur dan harga batere hp gak semahal baterai ev iya yang paham cara kerja ganti percell, tp kalo masalah membludak gak semua teknisi bisa, hp dan mobil cuma analogi penurunan kapasitas baterai",nih org perfect luang bnyk hp dijagain normal cas jaga baterai healt mobil pikir orang jangka maksimal ngecas pakai sispklu ngecas nanggung buang sikap beda sehat baterai ttp jangka umur pakai jangka umur harga batere hp gak mahal baterai ev iya paham kerja ganti percell membludak gak teknisi hp mobil analogi turun kapasitas baterai,30,Positif
YouTube,pake adapter bawaan hp gak? trus hpnya support fast charging?,pakai adapter bawa hp gak trus hpnya support fast charging,5,Positif
YouTube,"Hp guwe bawaan charger nya fast charging

Tiap hari make gpp, fine fine ajah",hp guwe bawa charger nya fast charging make gpp fine fine ajah,7,Positif
YouTube,Mantap bang...mau gak mau kita semua akan mengunakan kendaraan listrik..karena dengan itu juga   negara kita akan maju karena kita penghasil nikel terbesar di dunia,mantap bangmau gak mengunakan kendara listrikkarena negara maju hasil nikel besar dunia,13,Positif
YouTube,"​ @SiamPerut_hijau lawak.
nikel di negaralu data ekspornya dimanipulasi noh, ibaratnya ekspor 500T lapor 300T 😂 kasian WNI dikibulin terus",lawak nikel negaralu data ekspor manipulasi noh ekspor t lapor t kasi wni dikibulin,-4,Negatif
YouTube, @SiamPerut_hijau  negara eropa sudah mulai meninggalkan mobil listrik EV,negara eropa tinggal mobil listrik ev,2,Positif
YouTube,Wkwk. Betul. Kayaknya ada sentimen sedikit ama EV channel ini.,wkwk kayak sentimen ev channel,-6,Negatif
YouTube,kl dijual lg laku brp om??,kl jual laku om,1,Positif
YouTube,"​​ @KomenDanLari ngapain di jual lagi, wong bisa dipake terus. Mohon maaf saya bukan orang mendang mending. Motor cuma sebagai alat. Mimpinya emang mau lepas dari bensin dan listrik negara. Apalagi kalau gak pake kendaraan listrik dan PLTS?",ngapain jual dipake mohon maaf orang dang mending motor alat mimpi emang lepas bensin listrik negara gak pakai kendara listrik plts,7,Positif
YouTube,"Nge-Grab pake EV untung, 'kah?",ngegrab pakai ev untung kah,3,Positif
YouTube,"untung klo batrenya awet,ada tuh taxi pke byd sampe 500k km",untung klo batrenya awetada tuh taxi pke byd sampe,3,Positif
YouTube,Sepeda aja,sepeda,0,Netral
YouTube,"Gak usah bingung bang..kita manusia punya hak untuk menentukan,kalau konten kreator kan cuma jual isu tanpa solusi yg penting dia cuan banyak yg nonton",gak bingung bangkita manusia hak menentukankalau konten kreator jual isu solusi cuan nonton,6,Positif
YouTube,"Listrik kita kan banyak batu bara, ya Bahlil juga yang pegang. Sama opung",listrik batu bara ya bahlil pegang opung,6,Positif
YouTube,Naik kuda aja bang,kuda bang,0,Netral
YouTube,Mobil listrik sekarang udah ada pemutus data otomatis kayak HP belum? Dan apakah dg fitur pemutus daya otomatis tersebut maka baterai HP/BEV akan lebih awet?,mobil listrik udah putus data otomatis kayak hp dg fitur putus daya otomatis baterai hpbev awet,8,Positif
YouTube,​ @ddoank5431 ada lah. Klo ud 100% dia cutoff. Lagian BMS EV ga sebego itu kali.,klo ud cutoff bms ev bego kali,0,Netral
YouTube,"parkiran di pabrik byd china yg isinya mobil2 byd semua.... MENYALA BRO... HABIS BOR.... coba lu analisa pake bahasa ilmiah lu... kenapa tuh?? 
ingat ini di PABRIK PUSATNYA.... yg mana mrk pst pny prosedur sangat ketat.... dan super safety lho.",parkir pabrik byd china isi mobil byd nyala bro habis bor coba lu analisa pakai bahasa ilmiah lu tuh pabrik pusat mrk pst pny prosedur ketat super safety lho,6,Positif
YouTube,"BYD Jika Generasi Terbarunya Charge Cepat,, Keren Bangat",byd generasi baru charge cepat keren bangat,0,Netral
YouTube,"Paling bagus nunggu paling gak antara tahun 2030-2032 ketika hype pembelian mobil listrik baru ke era habisnya garansi dan kerusakan komponen baterai.
Apakah after salesnya bisa menyelesaikan problem massal tersebut ketika massa pergantian baterainya tiba",bagus nunggu gak hype beli mobil listrik era habis garansi rusa komponen baterai after salesnya selesai problem massal massa ganti baterai,4,Positif
YouTube,"dari awal kendaraan ""masa depan"" ini emang targetnya biar pada charge di rumah karena ditinggal tidur",kendara emang target biar charge rumah tinggal tidur,8,Positif
YouTube,"Yg diomongin divideo ini real 100% Krn sya pengguna motor listrik selama 2.5 thn kondisi baterai msh sangat baik Krn sering cas dirumah bkn fast charging. Dan rata"" ojol yg pake tiap hr dlm pemakaian 1 thn sdh ganti baterai Krn sering pakai fast charging",diomongin video real sya guna motor listrik thn kondisi baterai cas rumah bkn fast charging ojol pakai hr dlm pakai thn sdh ganti baterai pakai fast charging,3,Positif
YouTube,Itulah fungsinya bms bro,fungsi bms bro,0,Netral
YouTube,"tolong untuk tidak komen selain warga DKI & Tangsel, karena EV sangat2 membantu kita dan jadi serba murah",tolong komen warga dki tangsel ev bantu serba murah,12,Positif
YouTube,Solusinya berarti reev atau minimal phev ...,solusi reev minimal phev,0,Netral
YouTube,SPKLU yang banyak ya cuma di pulau jawa. di kalimantan ga ada yg berani melintas antar kabupaten/kota. jadi cuma di samarinda dan balikpapan saja kalau di kaltim.,spklu ya pulau jawa kalimantan berani lintas kabupatenkota samarinda balikpapan kaltim,4,Positif
YouTube,bisa ambil contoh dari batre HP ga? yg bisa fast charging...?,ambil contoh batre hp fast charging,-5,Negatif
YouTube,Sales Showroom mobil EV vs Sales Showroom mobil Internal Combustion Bensin / Solar 😅😅😅,sales showroom mobil ev vs sales showroom mobil internal combustion bensin solar,2,Positif
YouTube,"materi yang dipaparkan setuju, jangan mengandalkan garansi 8 tahun, bangunlah pola pikir bagaimana merawat dengan baik dan benar...",materi papar tuju andal garansi bangun pola pikir rawat,12,Positif
YouTube,Bahas EV lagi 😁😁😁😁😁😁😁😁😁😆😆😆,bahas ev,2,Positif
YouTube,Musuh baru: Kabel SPKLU kesangkut towing bar 🗿🗿,musuh kabel spklu sangkut towing bar,-2,Negatif
YouTube,"Sudah banyak cerita ttg battery Tesla atau Hyundai di Amrik yg berkurang drastis kapasitasnya (jadi 1/2 estimasi pabrikan) kerna sering di isi ulang dg fitur  Fast Charging di tempat charge umum (SPKLU)

Itu sebab juga banyak cerita ttg EV bekas dari perusahaan taksi di Indo dg koleksi odometer 700rb km di usia 4-5 th masih sekitar 80% kapasitas batterynya... keknya ketika mobil balik ke Pool di cas ulang secara normal kerna akan di pakai kembali setidaknya setelah 12 jam atau lebih... 🙄",cerita ttg battery tesla hyundai amrik kurang drastis kapasitas estimasi pabrikan kerna isi ulang dg fitur fast charging charge spklu cerita ttg ev bekas usaha taksi indo dg koleksi odometer rb usia th kapasitas batterynya kek mobil pool cas ulang normal kerna pakai jam,18,Positif
YouTube,OM BAHAS DONG TTG PERUSAHAAN MOBIL LISTRIK VINFAST DLL YG RUGI 4 MILIAR USD - 71 TRILIUN APAKAH EKSPANSI PRODUKSI MOBIL AKAN PENGARUHI PENJUALAN MOBIL,om bahas ttg usaha mobil listrik vinfast dll rugi miliar usd triliun ekspansi produksi mobil pengaruh jual mobil,5,Positif
YouTube,"sementara itu SPBU :
antrean dulu lalu isi cepat gak pake lama setelah itu lanjut jalan.

SPKLU : udah kayak stop kontak aja nunggu isi baterai kelamaan",spbu antre isi cepat gak pakai jalan spklu udah kayak stop kontak nunggu isi baterai,7,Positif
YouTube,apa harus tunggu taksi byd e6 bluebird claim garansi SOH nya kah? kwkkwk denger denger byd gen pertama itu badak juga batere nya,tunggu taksi byd e bluebird claim garansi soh nya kah kwkkwk denger denger byd gen badak batere nya,-8,Negatif
YouTube,"Belum ingin punya EV, mngkin nanti klo sdh pensiun. Maunya tenang kalau jalan keluar kota.",ev mngkin klo sdh pensiun mau tenang jalan kota,6,Positif
YouTube,KOk salesnya gak pernah bilang yahh,salesnya gak bilang yahh,0,Netral
YouTube,"Terus apa dong,, Penggantinya",ganti,3,Positif
YouTube,Pake motor apa bro?,pakai motor bro,0,Netral
YouTube,"Betul. 

Rasanya pingin juga punya blindvan EV punya wuling itu buat dijadiin cargo. 😁",pingin blindvan ev wuling dijadiin cargo,2,Positif
YouTube,Misal ada peristiwa blackout di Sumatera isi SPKLU pasti kena dampak yah terutama pakai mobil EV 🤐🤔,peristiwa blackout sumatera isi spklu kena dampak yah pakai mobil ev,-1,Negatif
YouTube,"​ @aldyardiansyah8372  tentu saja kawan, mau spklu maupun home charging semua kena 🗿🗿🗿",kawan spklu home charging kena,-3,Negatif
YouTube,"Beda merk bang,Blue bird indo memakai BYD",beda merk bangblue bird indo pakai byd,-5,Negatif
YouTube,"Blue Bird pake BYD. Dan kalo pengen tau, BYD itu bukan ""anak kemaren sore"" di pembuatan batre... Udah 32 tahun mereka bikin batre.",blue bird pakai byd ken tau byd anak kemaren sore buat batre udah bikin batre,-3,Negatif
YouTube,karna SPKLU pake ODM biasa neken cost,karna spklu pakai odm neken cost,0,Netral
YouTube,W ja mau ganti motor ev 🤭🤭🤭,ja ganti motor ev,3,Positif
YouTube,"Beli ev yang perlu diperhatikan selisih uang bensin dan oli ditabung.. 10th atau 15th beli baru.. itu nutup biayanya apalagi kalo pajak masih Subsidi,",beli ev perhati selisih uang bensin oli tabung th th beli nutup biaya pajak subsidi,0,Netral
YouTube,Jadi semingu sekali masih aman ga? Ga bs home charging soalnya,semingu aman home charging,0,Netral
YouTube,Masih SPKLU Masih Kurang Coi,spklu coi,0,Netral
YouTube,Klo g ada SPKLu ribet isi charging 😞😞😞,klo spklu ribet isi charging,-2,Negatif
YouTube,"solusiny adl hrg mobil listrik hrs lbih murah, krn klo murah maka sesingkat apapun umur mobil listrik mnjdi bkn masalah",solusiny adl hrg mobil listrik hrs lbih murah klo murah singkat apa umur mobil listrik mnjdi bkn,6,Positif
YouTube,"emang yang paling bener phev, iritnya dapet, ga perlu mikir batre abis, klo ada charger ya ngecharge, klo ga ada ya tinggal isi bensin",emang bener phev irit dapet mikir batre abis klo charger ya ngecharge klo ya tinggal isi bensin,21,Positif
YouTube,"nunggu chery lagi RnD batre ajaib, akan di test di 2027",nunggu chery rnd batre ajaib test,1,Positif
YouTube,kata om kutang gtid (jangan beli odm wkwkw),om kutang gtid beli odm wkwkw,2,Positif
YouTube,Jadi SPKLU ini seperti bensin eceran di pinggir jalan,spklu bensin ecer pinggir jalan,-6,Negatif
YouTube,Bang plis sound nya nama nya apa?,bang plis sound nya nama nya,0,Netral
YouTube,Bukan SPKLUnya tapi rata2 suhu udara dan kelembaban di Indonesia yang tinggi yang jadi musuh utama fast charging. Melakukan fast charging di suhu di atas 35°C (suhu rata-rata di luar gedung di bawah terik matahari) tentu saja membunuh batere.,spklunya suhu udara kelembaban indonesia musuh utama fast charging fast charging suhu c suhu ratarata gedung terik matahari bunuh batere,-11,Negatif
YouTube,Sepertinya saya lebih tertarik sama hybrid dan saya akn beli hybrid. ... Tpi belum ada duit 😂,tarik hybrid akn beli hybrid duit,4,Positif
YouTube,Ok,ok,4,Positif
YouTube,"yang paling bener adalah swap battery, seperti di china, meskipun butuh dana yg gede buat infrastruktur.",bener swap battery china butuh dana gede infrastruktur,4,Positif
YouTube,"Gw tiap hari ngecas di Spklu PLN/Swasta yang CCS 120W , ngecasnya cepet emang tapi gw saran kan max di 80% aja , sisanya sampai 100% terusin di rumah pake charge AC karna di app mobil kita keliatan suhu baterai nya , kalo bisa ketika suhu udah mulai naik cepet buru2 cabut aja CCS nya terusin dirumah biar batre awet",gw ngecas spklu plnswasta ccs ngecasnya cepet emang gw saran max sisa terusin rumah pakai charge ac karna app mobil liat suhu baterai nya suhu udah cepet buru cabut ccs nya terusin rumah biar batre awet,9,Positif
YouTube,Hehe 😁😁😁,hehe,0,Netral
YouTube,Ini Channel kontennya banyak yang asbun,channel konten asbun,0,Netral
YouTube,"teknologi batrenya blm stabil, blm mature. soal standarisasi keamanan, standarisasi charging, maintenance/servis batre, dst.",teknologi batrenya stabil mature standar aman standar charging maintenanceservis batre dst,-1,Negatif
YouTube,"Percaya aja lu sama konten kreator nelen mentah"" informasi",percaya lu konten kreator nelen mentah informasi,4,Positif
YouTube, @SiamPerut_hijau  mungkin maksudnya beli odm silahkan tanggung sendiri akibatnya,maksud beli odm silah tanggung akibat,7,Positif
YouTube,"gak ngikutin mobil listrik nih, jadi gak paham wkwkwkkw",gak ngikutin mobil listrik nih gak paham wkwkwkkw,-1,Negatif
YouTube,"kalau jalan dekat : EV 

KALAU jalan JAUH : H.E.V. DAN P.H.E.V.",jalan ev jalan hev phev,0,Netral
YouTube,"terima kasih infonya om, jadi hati2 kalau fast cas, mending  cas biasa aja di rumah, walau tambah alat untk merubah ac ke dc",terima kasih info om hati fast cas mending cas rumah alat untk rubah ac dc,8,Positif
YouTube,"Pernah nyari chery omoda e5 bekas , selama 2 thn charging di spklu terus, SOHnya masih 95 %",nyari chery omoda e bekas thn charging spklu sohnya,2,Positif
YouTube,"Belum sanggup buat beli EV, krn digarasi cuma ada mesin bensin dan diesel, seandainya ada uang lebih paling nambah ke PHEV kayak outlander PHEV atau Volvo XC 90",sanggup beli ev garasi mesin bensin diesel anda uang nambah phev kayak outlander phev volvo xc,0,Netral
YouTube,"Sgt setuju dgn statment ""Qt msh di buat sebagai kelinci percobaan oleh pabrik2 mobil ev"". 
kalo beli mobil listrik sekarang msh banyak prnya, mending belinya nanti aja kalo teknologi ev udh stabil & lokasi spklu udh tersedia sampe ke plosok2 daerah.",sgt tuju statment qt kelinci coba pabrik mobil ev beli mobil listrik prnya mending beli teknologi ev stabil lokasi spklu sedia sampe plosok daerah,18,Positif
YouTube,"Bagi saya yg ""kaum mendang mending"" isuzu panther adl pilihan paling baik dan bijak utk beli mobil bekas. Dipakai orang ""jorok"" model saya paling pas. Sering lupa liat umur timing belt, oli mesin, filter solar, oli transmisi, oli gardan adl sifat yg paling banyak di Indonesia. Masalah kenyamanan mengemudi atau menumpang nomer belakangan.",kaum dang mending isuzu panther adl pilih bijak utk beli mobil bekas pakai orang jorok model pas lupa lihat umur timing belt oli mesin filter solar oli transmisi oli gardan adl sifat indonesia nyaman kemudi tumpang nomer,26,Positif
YouTube,"Tinggal nunggu aja, katanya mau bikin pusat produksi baterai ev dunia dimari, plus daya listrik khusunya Jawa melimpah. Tp liat aja ke industri yg udah, ada produksi minyak dgn lahan sawit byk dimana², tp tetep sebagian warga gak bisa beli minyak murah 😊",tinggal nunggu bikin pusat produksi baterai ev dunia mari plus daya listrik khusunya jawa limpah lihat industri udah produksi minyak lahan sawit byk mana tetep warga gak beli minyak murah,18,Positif
YouTube,Mkasih bang edukasinya... Mau ambil ev ni silver mikir lagi...,mkasih bang edukasi ambil ev ni silver mikir,-3,Negatif
YouTube,"Disruption itu pasti banyak penolakan artinya semakin banyak yg nolak semakin yakin kalo itu adalah masa depan, contoh GOJEK pas pertama kali keluar banyak driver gojek dibunuh sama ojek pangkalan, SHOPEE bikin tanah abang sepi sampe pedagangnya suruh pemerintah tutup SHOPEE",disruption tolak nolak contoh gojek pas kali driver gojek bunuh ojek pangkal shopee bikin tanah abang sepi sampe dagang suruh perintah tutup shopee,-13,Negatif
YouTube,Sering banget channel ini muncul di youtube gw pembahasan nya pasti soal keburukan mobil listrik....,banget channel muncul youtube gw bahas nya keburu mobil listrik,2,Positif
YouTube,"Dulu saya punya corolla altis tahun 2019, beli 470 juta. Tahun 2024 di jual 220 juta (turun lebih 50 %). Alasan jual karena biaya operasional (pajak, service, bbm)  cukup tinggi 25 juta per tahun. Akhirnya beli wuling cloud ev harga 400 juta dengan pertimbangan garansi batere seumur hidup dan free service parts 15 tahun serta free meteran listeik 7700 watt dan wall charger.  Biaya operasional hanya 3 juta per tahun, sehingga bisa hemat 22 juta per tahun bila dibandingkan dengan mobil lama. Rencana mau make minimal 15 tahun, sehingga penghematan bisa 330 juta. Kalo dijual 70 juta setelah 15 tahun. Impas, 400 - 330. Dibandingkan dengan tetap pelihara altis. Bisa habis 470 + (25 x 15 thn) = 845 juta.    Jadi asumsinya Total Cost Of Ownership mobil listrik = 1/2 TCO mobil bensin. Jadi syarat beli mobil listrik, jangan pingin jual dalam waktu dekat, pake selamanya. Usahakan pasang charger di rumah. Cari garansi batere seumur hidup. Dan satu lagi. Bengkel pasti tidak menyarankan mobil ev,  karena perawatannya minim, bengkel tidak bisa berbisnis.  CMIAW",corolla altis beli juta jual juta turun alas jual biaya operasional pajak service bbm juta beli wuling cloud ev harga juta timbang garansi batere umur hidup free service parts free meter listeik watt wall charger biaya operasional juta hemat juta banding mobil rencana make minimal hemat juta jual juta impas banding pelihara altis habis x thn juta asumsi total cost of ownership mobil listrik tco mobil bensin syarat beli mobil listrik pingin jual pakai usaha pasang charger rumah cari garansi batere umur hidup bengkel saran mobil ev awat minim bengkel bisnis cmiaw,79,Positif
